issue_key,existence,property,executive,summary,description,issue_type,status,resolution,priority,labels,components,created,updated,resolved,votes,watchers,parent_key,comment_count,attachment_count
TIKA-746,True,False,False,Support custom mime types,"As discussed over the summer <http://lucene.472066.n3.nabble.com/Appending-Mime-Types-td3266434.html> there are legitimate cases for wanting to load in extra, custom mimetypes (and their matching rules) to Tika

Discussions seem to conclude that the built in tika-mimetypes file should be used for common and public mimetypes, and people wanting to support additional public formats should open an issue to have them in the main file. People who want only a very restricted set of mimetypes can use a custom tika config with a limited, smaller mimetypes file

For people who want to load one or two extra, likely custom mimetypes, we should provide a service loading system to pull in the extra mimetypes. This allows for the regular mimetypes file to be used for most files, and the extra custom ones merged in as needed. It also allows for a custom parser to provide the mimetype detection for the specific custom formats it handles",Improvement,Resolved,Fixed,Major,,mime,2011-10-06T20:27:47.691+0000,2011-10-26T10:54:42.650+0000,2011-10-26T10:54:42.607+0000,0,0,,3,0
TIKA-710,True,False,False,Expose the Parser and Detector instances within the Tika facade,"To simplify the work of users transitioning from the Tika facade to the more powerful underlying Parser and Detector interfaces, it would be useful if the Tika facade class directly implemented these interfaces in addition to providing various utility methods.",Improvement,Closed,Fixed,Minor,,,2011-09-09T08:44:48.542+0000,2011-10-20T12:34:15.831+0000,2011-09-09T09:17:41.009+0000,0,0,,2,0
TIKA-669,True,True,False,Backup plan for parsing,"Currently once a document type has been detected we direct the document to the one parser that best matches the detected type. In practice there are cases where that parser finds that it in fact cannot parse this document, for example when something that looked like XML turns out to have syntax errors. For such cases it would be nice if the CompositeParser could then retry parsing the document with a more generic backup parser, like the plain text parser for malformed XML.

Implementing this would require some level of buffering and redirection of both parser input and output. Input buffering is easy, but for output buffering we'd probably need to implement new ContentHandler and Metadata layers.",New Feature,Closed,Duplicate,Major,,parser,2011-06-02T12:14:57.694+0000,2015-03-01T22:20:12.697+0000,2015-03-01T22:20:12.667+0000,0,0,,0,0
TIKA-662,False,True,False,Prevent creating of ZipInputStreamZipEntrySource when reading files from disk,"POI provides two ways to open OPCPackage - via InputStream and via File. Creating OPCPackage from InputStream casuses creation of ZipInputStreamZipEntrySource, that buffers all uncompressed data in memory. This takes a lot of memory and it is not needed when we are reading files from disk or when we already copied stream into temporary file.

This patch removes usage of ZipInputStreamZipEntrySource in this case.

Unfortunately, it breaks ZIP-bomb prevention for OOXML parser (and other parsers that uses TikaInputStream.getFile()). I think that ZIP-bomb prevention should be additionally implemented for that formats before committing this to SVN.",Improvement,Closed,Fixed,Major,,,2011-05-18T13:57:33.002+0000,2011-10-20T12:34:21.120+0000,2011-05-19T07:52:16.156+0000,0,0,,2,1
TIKA-625,False,True,True,Easier XML parser extensibility,"The DcXMLParser class uses our streaming XPath mechanism to locate Dublin Core elements from a stream of SAX events. While powerful, that mechanism is a bit cumbersome to use for simple use cases where you'd just want to map the contents of a specific XML element or attribute into a metadata field. To make this simpler (and to remove the XPath processing overhead), I'd like to add new Attribute- and ElementMetadataHandler utility classes that focus on this specific use case.",Improvement,Closed,Fixed,Minor,,parser,2011-03-30T16:30:28.302+0000,2011-10-20T12:34:21.268+0000,2011-04-13T16:48:33.901+0000,0,0,,1,0
TIKA-605,True,False,True,Tika GDAL parser,"The Geospatial Data Abstraction Library (GDAL) is the swiss army knife of dealing with geospatial formats. http://gdal.org/ Incorporating GDAL and wrapping it as a Tika external parser will give Tika the win for understanding and helping to index geospatial formats.

",New Feature,Resolved,Fixed,Major,gdal; gsoc2013; integration; memex; mentor; tika,parser,2011-02-22T03:23:20.156+0000,2015-10-12T09:34:14.481+0000,2014-10-11T16:12:42.058+0000,0,7,,29,5
TIKA-591,False,True,False,Separate launcer process for forking JVMs,"As a followup to TIKA-416, it would be good to implement at least optional support for a separate launcher process for the ForkParser feature. The need for such an extra process came up in JCR-2864 where a reference to http://developers.sun.com/solaris/articles/subprocess/subprocess.html  was made.

To summarize, the problem is that the ProcessBuilder.start() call can result in a temporary duplication of the memory space of the parent JVM. Even with copy-on-write semantics this can be a fairly expensive operation and prone to out-of-memory issues especially in large-scale deployments where the parent JVM already uses the majority of the available RAM on a computer.

A similar problem is also being discussed at HADOOP-5059.",Improvement,Open,,Minor,,parser,2011-01-31T10:00:03.579+0000,2015-07-15T16:53:32.758+0000,,0,4,,3,0
TIKA-590,True,False,False,Create facility for deeper introspection of media files,This feature would allow applications to dig deeper into files to define meta-data that is not presented as a tag in the file. For example a file that has no duration information could with a little more work provide this missing information. The idea is to let the API user make a difference between data that is quick to retrieve and data that is slower to retrieve because of the extra processing needed to get that information.,Wish,Closed,Won't Fix,Major,,metadata,2011-01-28T21:43:55.654+0000,2015-03-01T07:40:43.979+0000,2015-03-01T07:40:43.955+0000,0,0,,3,0
TIKA-569,False,True,False,More fault-tolerant loading of parsers and detectors,"Currently Tika will fail to start even if a single configured parser or detector can not be loaded. Such cases occur often when required parser libraries or other dependencies are not available, and it would be good if Tika could degrade more gracefully in such situations.",Improvement,Closed,Fixed,Major,,config,2010-12-09T15:51:21.832+0000,2012-08-02T09:33:37.991+0000,2011-01-03T18:14:58.985+0000,0,0,,4,0
TIKA-550,True,False,False,Add stable filenames for extracted embedded files from Office binaries,This patch add usage of POI entry names as base for file name of extracted embedded file. This make file names stable and reproducible. This intended for debugging and testing,Improvement,Resolved,Fixed,Major,,parser,2010-11-12T12:15:35.821+0000,2010-11-12T12:32:14.452+0000,2010-11-12T12:32:14.466+0000,0,0,,1,1
TIKA-524,True,False,False,"Unification of HTML output from Office, OOXML and Open Document parsers","Word documents can easily be transformed, apparently without loss of information, between common storage formats, such as .doc, .docx and .odt.
However, when the above variants of a single document are analysed with the respective Tika parsers, OfficeParser, OOXMLParser and OpenDocumentParser, the resulting HTML output varies considerably between parsers.
Given the latest advances in these parsers, it should now be feasible to: (i) establish a common HTML representation that can adequately describe word document content, and  (ii) modify the aforementioned parsers to conform to this new standard.

Points of interest include: headings, pre-formatted text and other styles, headers and footers, tables, hyperlinks, etc.",Improvement,Open,,Minor,,parser,2010-10-04T23:18:26.620+0000,2015-03-01T07:34:05.445+0000,,0,1,,3,0
TIKA-504,True,False,False,Support XMP metadata keys for more of the common EXIF tags,"Following the work on TIKA-442, we now have some XMP inspired image metadata keys and type properties. This currently only covers 4 core exif tags

There are a couple of other common tags that we should probably handle in the same way. The plan would be to define more entries in the TIFF metadata area, using the same definitions as in XMP, and update the Exif parser to additionally map onto these. (The raw exif tags would continue to be output too, for compatibility)

The tags I propose to support are:
* exif:ExposureTime
* exif:FNumber
* exif:Flash
* exif:FocalLength
* exif:IsoSpeedRatings
* exif:Manufacturer
* exif:Model
* exif:Software
* exif:Orientation
* exif:XResolution
* exif:YResolution
* exif:ResolutionUnit

Plus one extra date, which we don't really seem to have a suitable existing key for, but maybe should be made more generic?
* exif:DateTimeOriginal",Improvement,Resolved,Fixed,Minor,,parser,2010-09-03T13:44:39.806+0000,2010-09-09T08:41:41.509+0000,2010-09-03T17:03:01.146+0000,0,0,,3,0
